Unnamed: 0,Ano,Mandante,Visitante,Placar,Data,Hora,Estádio,Cidade,Jogo,Rodada,Temperatura (°C),Umidade (%),Precipitação (mm),Vento (km/h)
33,2021,America - MG,Cuiabá Saf - MT,0 x 0,17/06/2021,16:00,Independência,Belo Horizonte,34,4,20.5,74,0.0,3.1
34,2021,Internacional - RS,Atlético Mineiro - MG,0 x 1,16/06/2021,19:00,Beira-Rio,Porto Alegre,35,4,21.1,87,0.0,15.1
35,2021,Ceará - CE,Esporte Clube Bahia - BA,1 x 2,17/06/2021,16:00,Arena Castelão,Fortaleza,36,4,26.6,89,0.8,7.2
36,2021,Sport - PE,Grêmio - RS,1 x 0,17/06/2021,19:00,Ilha do Retiro,Recife,37,4,27.6,85,0.1,7.8
37,2021,Athletico Paranaense - PR,Flamengo - RJ,2 x 2,02/11/2021,16:00,Ligga Arena,Curitiba,38,4,16.1,97,0.0,7.9
38,2021,Juventude - RS,Palmeiras - SP,0 x 3,16/06/2021,21:30,Alfredo Jaconi,Caxias do Sul,39,4,16.2,90,0.0,9.7
39,2021,Atlético - GO,Fortaleza - CE,0 x 0,17/06/2021,19:00,Antônio Accioly,Goiania,40,4,23.6,77,0.0,1.1
40,2021,Flamengo - RJ,Red Bull Bragantino - SP,2 x 3,19/06/2021,21:00,Maracanã,Rio de Janeiro,41,5,22.3,93,0.0,1.8
41,2021,Palmeiras - SP,America - MG,2 x 1,20/06/2021,11:00,Allianz Parque,Sao Paulo,42,5,18.4,93,0.0,2.9
42,2021,Santos Fc - SP,São Paulo - SP,2 x 0,20/06/2021,18:15,Vila Belmiro,Santos,43,5,22.8,91,0.1,2.4
43,2021,Atlético Mineiro - MG,Chapecoense - SC,1 x 1,21/06/2021,20:00,Mineirão,Belo Horizonte,44,5,20.5,74,0.0,3.1
44,2021,Internacional - RS,Ceará - CE,1 x 1,20/06/2021,16:00,Beira-Rio,Porto Alegre,45,5,21.1,87,0.0,15.1
45,2021,Fortaleza - CE,Fluminense - RJ,1 x 1,20/06/2021,18:15,Arena Castelão,Fortaleza,46,5,26.6,89,0.8,7.2
46,2021,Esporte Clube Bahia - BA,Corinthians - SP,0 x 0,20/06/2021,16:00,Pituaçu,Salvador,47,5,27.3,83,0.2,4.3
47,2021,Athletico Paranaense - PR,Atlético - GO,2 x 1,20/06/2021,18:15,Ligga Arena,Curitiba,48,5,16.1,97,0.0,7.9
48,2021,Juventude - RS,Sport - PE,1 x 0,20/06/2021,20:30,Alfredo Jaconi,Caxias do Sul,49,5,16.2,90,0.0,9.7
49,2021,Cuiabá Saf - MT,Grêmio - RS,0 x 1,18/08/2021,19:00,Arena Pantanal,Cuiaba,50,5,25.9,85,0.8,2.5
50,2021,Flamengo - RJ,Fortaleza - CE,2 x 1,23/06/2021,19:00,Maracanã,Rio de Janeiro,51,6,22.3,93,0.0,1.8
51,2021,Corinthians - SP,Sport - PE,2 x 1,24/06/2021,19:00,Neo Química Arena,Sao Paulo,52,6,18.4,93,0.0,2.9
52,2021,São Paulo - SP,Cuiabá Saf - MT,2 x 2,23/06/2021,19:00,Morumbi,Sao Paulo,53,6,18.4,93,0.0,2.9
53,2021,America - MG,Juventude - RS,1 x 1,24/06/2021,16:00,Independência,Belo Horizonte,54,6,20.5,74,0.0,3.1
54,2021,Grêmio - RS,Santos Fc - SP,2 x 2,24/06/2021,21:30,Arena do Grêmio,Porto Alegre,55,6,21.1,87,0.0,15.1
55,2021,Ceará - CE,Atlético Mineiro - MG,2 x 1,24/06/2021,19:00,Arena Castelão,Fortaleza,56,6,26.6,89,0.8,7.2
56,2021,Esporte Clube Bahia - BA,Athletico Paranaense - PR,2 x 1,24/06/2021,21:30,Pituaçu,Salvador,57,6,27.3,83,0.2,4.3
57,2021,Red Bull Bragantino - SP,Palmeiras - SP,3 x 1,23/06/2021,19:00,Nabi Abi Chedid,Braganca Paulista,58,6,17.4,93,0.0,3.7
58,2021,Chapecoense - SC,Internacional - RS,1 x 2,24/06/2021,19:00,Arena Condá,Chapeco,59,6,16.3,85,0.0,5.2
59,2021,Atlético - GO,Fluminense - RJ,1 x 0,23/06/2021,19:00,Antônio Accioly,Goiania,60,6,23.6,77,0.0,1.1
60,2021,Fluminense - RJ,Corinthians - SP,1 x 1,27/06/2021,16:00,São Januário,Rio de Janeiro,61,7,22.3,93,0.0,1.8
61,2021,Palmeiras - SP,Esporte Clube Bahia - BA,3 x 2,27/06/2021,20:00,Allianz Parque,Sao Paulo,62,7,18.4,93,0.0,2.9
62,2021,Santos Fc - SP,Atlético Mineiro - MG,2 x 0,27/06/2021,20:30,Vila Belmiro,Santos,63,7,22.8,91,0.1,2.4
63,2021,America - MG,Internacional - RS,1 x 1,27/06/2021,20:30,Independência,Belo Horizonte,64,7,20.5,74,0.0,3.1
64,2021,Grêmio - RS,Fortaleza - CE,0 x 0,27/06/2021,20:00,Arena do Grêmio,Porto Alegre,65,7,21.1,87,0.0,15.1
65,2021,Ceará - CE,São Paulo - SP,1 x 1,27/06/2021,20:30,Arena Castelão,Fortaleza,66,7,26.6,89,0.8,7.2
66,2021,Sport - PE,Cuiabá Saf - MT,0 x 0,27/06/2021,20:30,Ilha do Retiro,Recife,67,7,27.6,85,0.1,7.8
67,2021,Athletico Paranaense - PR,Chapecoense - SC,2 x 2,27/06/2021,20:00,Ligga Arena,Curitiba,68,7,16.1,97,0.0,7.9
68,2021,Juventude - RS,Flamengo - RJ,1 x 0,27/06/2021,11:00,Alfredo Jaconi,Caxias do Sul,69,7,16.2,90,0.0,9.7
69,2021,Atlético - GO,Red Bull Bragantino - SP,0 x 1,28/06/2021,20:00,Antônio Accioly,Goiania,70,7,23.6,77,0.0,1.1
70,2021,Fluminense - RJ,Athletico Paranaense - PR,1 x 4,30/06/2021,16:00,Raulino de Oliveira,Volta Redonda,71,8,19.9,94,0.0,0.4
71,2021,Corinthians - SP,São Paulo - SP,0 x 0,30/06/2021,21:30,Neo Química Arena,Sao Paulo,72,8,18.4,93,0.0,2.9
72,2021,Santos Fc - SP,Sport - PE,0 x 0,30/06/2021,20:30,Vila Belmiro,Santos,73,8,22.8,91,0.1,2.4
73,2021,Atlético Mineiro - MG,Atlético - GO,4 x 1,01/07/2021,19:00,Mineirão,Belo Horizonte,74,8,20.5,74,0.0,3.1
74,2021,Internacional - RS,Palmeiras - SP,1 x 2,30/06/2021,19:00,Beira-Rio,Porto Alegre,75,8,21.1,87,0.0,15.1
75,2021,Fortaleza - CE,Chapecoense - SC,3 x 2,30/06/2021,16:00,Arena Castelão,Fortaleza,76,8,26.6,89,0.8,7.2
76,2021,Esporte Clube Bahia - BA,America - MG,3 x 4,30/06/2021,19:00,Pituaçu,Salvador,77,8,27.3,83,0.2,4.3
77,2021,Red Bull Bragantino - SP,Ceará - CE,0 x 0,01/07/2021,16:00,Nabi Abi Chedid,Braganca Paulista,78,8,17.4,93,0.0,3.7
78,2021,Juventude - RS,Grêmio - RS,2 x 0,30/06/2021,21:30,Alfredo Jaconi,Caxias do Sul,79,8,16.2,90,0.0,9.7
79,2021,Cuiabá Saf - MT,Flamengo - RJ,0 x 2,01/07/2021,20:00,Arena Pantanal,Cuiaba,80,8,25.9,85,0.8,2.5
80,2021,Flamengo - RJ,Fluminense - RJ,0 x 1,04/07/2021,16:00,Neo Química Arena,Sao Paulo,81,9,18.4,93,0.0,2.9
81,2021,Corinthians - SP,Internacional - RS,1 x 1,03/07/2021,21:00,Neo Química Arena,Sao Paulo,82,9,18.4,93,0.0,2.9
82,2021,São Paulo - SP,Red Bull Bragantino - SP,1 x 2,04/07/2021,18:15,Morumbi,Sao Paulo,83,9,18.4,93,0.0,2.9
83,2021,America - MG,Santos Fc - SP,2 x 0,03/07/2021,19:00,Independência,Belo Horizonte,84,9,20.5,74,0.0,3.1
84,2021,Grêmio - RS,Atlético - GO,0 x 1,04/07/2021,20:30,Arena do Grêmio,Porto Alegre,85,9,21.1,87,0.0,15.1
85,2021,Ceará - CE,Juventude - RS,2 x 0,04/07/2021,18:15,Arena Castelão,Fortaleza,86,9,26.6,89,0.8,7.2
86,2021,Sport - PE,Palmeiras - SP,0 x 1,04/07/2021,16:00,Ilha do Retiro,Recife,87,9,27.6,85,0.1,7.8
87,2021,Athletico Paranaense - PR,Fortaleza - CE,2 x 1,03/07/2021,19:00,Ligga Arena,Curitiba,88,9,16.1,97,0.0,7.9
88,2021,Chapecoense - SC,Esporte Clube Bahia - BA,0 x 2,04/07/2021,11:00,Arena Condá,Chapeco,89,9,16.3,85,0.0,5.2
89,2021,Cuiabá Saf - MT,Atlético Mineiro - MG,0 x 1,04/07/2021,18:15,Arena Pantanal,Cuiaba,90,9,25.9,85,0.8,2.5
90,2021,Fluminense - RJ,Ceará - CE,0 x 0,07/07/2021,21:30,São Januário,Rio de Janeiro,91,10,22.3,93,0.0,1.8
91,2021,Palmeiras - SP,Grêmio - RS,2 x 0,07/07/2021,19:00,Allianz Parque,Sao Paulo,92,10,18.4,93,0.0,2.9
92,2021,Santos Fc - SP,Athletico Paranaense - PR,2 x 1,06/07/2021,19:30,Vila Belmiro,Santos,93,10,22.8,91,0.1,2.4
93,2021,Atlético Mineiro - MG,Flamengo - RJ,2 x 1,07/07/2021,19:00,Mineirão,Belo Horizonte,94,10,20.5,74,0.0,3.1
94,2021,Internacional - RS,São Paulo - SP,0 x 2,07/07/2021,21:30,Beira-Rio,Porto Alegre,95,10,21.1,87,0.0,15.1
95,2021,Fortaleza - CE,America - MG,4 x 0,07/07/2021,18:00,Arena Castelão,Fortaleza,96,10,26.6,89,0.8,7.2
96,2021,Esporte Clube Bahia - BA,Juventude - RS,1 x 0,07/07/2021,18:00,Pituaçu,Salvador,97,10,27.3,83,0.2,4.3
97,2021,Red Bull Bragantino - SP,Cuiabá Saf - MT,1 x 1,07/07/2021,18:00,Nabi Abi Chedid,Braganca Paulista,98,10,17.4,93,0.0,3.7
98,2021,Chapecoense - SC,Corinthians - SP,0 x 1,08/07/2021,21:00,Arena Condá,Chapeco,99,10,16.3,85,0.0,5.2
99,2021,Atlético - GO,Sport - PE,1 x 1,07/07/2021,19:15,Antônio Accioly,Goiania,100,10,23.6,77,0.0,1.1
100,2021,Flamengo - RJ,Chapecoense - SC,2 x 1,11/07/2021,18:15,Maracanã,Rio de Janeiro,101,11,22.3,93,0.0,1.8
101,2021,Palmeiras - SP,Santos Fc - SP,3 x 2,10/07/2021,16:30,Allianz Parque,Sao Paulo,102,11,18.4,93,0.0,2.9
102,2021,São Paulo - SP,Esporte Clube Bahia - BA,1 x 0,10/07/2021,19:00,Morumbi,Sao Paulo,103,11,18.4,93,0.0,2.9
103,2021,America - MG,Atlético Mineiro - MG,0 x 1,10/07/2021,19:00,Independência,Belo Horizonte,104,11,20.5,74,0.0,3.1
104,2021,Grêmio - RS,Internacional - RS,0 x 0,10/07/2021,16:30,Arena do Grêmio,Porto Alegre,105,11,21.1,87,0.0,15.1
105,2021,Fortaleza - CE,Corinthians - SP,1 x 0,11/07/2021,20:30,Arena Castelão,Fortaleza,106,11,26.6,89,0.8,7.2
106,2021,Sport - PE,Fluminense - RJ,1 x 2,10/07/2021,19:00,Ilha do Retiro,Recife,107,11,27.6,85,0.1,7.8
107,2021,Athletico Paranaense - PR,Red Bull Bragantino - SP,2 x 2,10/07/2021,17:30,Ligga Arena,Curitiba,108,11,16.1,97,0.0,7.9
108,2021,Juventude - RS,Atlético - GO,1 x 1,11/07/2021,11:00,Alfredo Jaconi,Caxias do Sul,109,11,16.2,90,0.0,9.7
109,2021,Cuiabá Saf - MT,Ceará - CE,2 x 2,11/07/2021,18:15,Arena Pantanal,Cuiaba,110,11,25.9,85,0.8,2.5
110,2021,Fluminense - RJ,Grêmio - RS,0 x 1,17/07/2021,21:00,Maracanã,Rio de Janeiro,111,12,22.3,93,0.0,1.8
111,2021,Corinthians - SP,Atlético Mineiro - MG,1 x 2,17/07/2021,19:00,Neo Química Arena,Sao Paulo,112,12,18.4,93,0.0,2.9
112,2021,São Paulo - SP,Fortaleza - CE,0 x 1,17/07/2021,17:00,Morumbi,Sao Paulo,113,12,18.4,93,0.0,2.9
113,2021,America - MG,Sport - PE,0 x 1,19/07/2021,20:00,Independência,Belo Horizonte,114,12,20.5,74,0.0,3.1
114,2021,Internacional - RS,Juventude - RS,1 x 0,18/07/2021,20:30,Beira-Rio,Porto Alegre,115,12,21.1,87,0.0,15.1
115,2021,Ceará - CE,Athletico Paranaense - PR,1 x 0,17/07/2021,17:00,Arena Castelão,Fortaleza,116,12,26.6,89,0.8,7.2
116,2021,Esporte Clube Bahia - BA,Flamengo - RJ,0 x 5,18/07/2021,18:15,Pituaçu,Salvador,117,12,27.3,83,0.2,4.3
117,2021,Red Bull Bragantino - SP,Santos Fc - SP,2 x 2,18/07/2021,20:30,Nabi Abi Chedid,Braganca Paulista,118,12,17.4,93,0.0,3.7
118,2021,Chapecoense - SC,Cuiabá Saf - MT,2 x 3,18/07/2021,11:00,Arena Condá,Chapeco,119,12,16.3,85,0.0,5.2
119,2021,Atlético - GO,Palmeiras - SP,0 x 3,18/07/2021,16:00,Antônio Accioly,Goiania,120,12,23.6,77,0.0,1.1
120,2021,Flamengo - RJ,São Paulo - SP,5 x 1,25/07/2021,16:00,Maracanã,Rio de Janeiro,121,13,22.3,93,0.0,1.8
121,2021,Palmeiras - SP,Fluminense - RJ,1 x 0,24/07/2021,19:00,Allianz Parque,Sao Paulo,122,13,18.4,93,0.0,2.9
122,2021,Santos Fc - SP,Atlético - GO,0 x 1,25/07/2021,18:15,Vila Belmiro,Santos,123,13,22.8,91,0.1,2.4
123,2021,Atlético Mineiro - MG,Esporte Clube Bahia - BA,3 x 0,25/07/2021,11:00,Mineirão,Belo Horizonte,124,13,20.5,74,0.0,3.1
124,2021,Grêmio - RS,America - MG,1 x 1,24/07/2021,17:00,Arena do Grêmio,Porto Alegre,125,13,21.1,87,0.0,15.1
125,2021,Fortaleza - CE,Red Bull Bragantino - SP,1 x 0,25/07/2021,16:00,Arena Castelão,Fortaleza,126,13,26.6,89,0.8,7.2
126,2021,Sport - PE,Ceará - CE,0 x 0,25/07/2021,20:30,Ilha do Retiro,Recife,127,13,27.6,85,0.1,7.8
127,2021,Athletico Paranaense - PR,Internacional - RS,2 x 1,25/07/2021,18:15,Ligga Arena,Curitiba,128,13,16.1,97,0.0,7.9
128,2021,Juventude - RS,Chapecoense - SC,1 x 0,26/07/2021,18:00,Alfredo Jaconi,Caxias do Sul,129,13,16.2,90,0.0,9.7
129,2021,Cuiabá Saf - MT,Corinthians - SP,1 x 2,26/07/2021,20:00,Arena Pantanal,Cuiaba,130,13,25.9,85,0.8,2.5
130,2021,Fluminense - RJ,Juventude - RS,1 x 1,02/09/2021,19:00,Maracanã,Rio de Janeiro,131,14,22.3,93,0.0,1.8
131,2021,Corinthians - SP,Flamengo - RJ,1 x 3,01/08/2021,16:00,Neo Química Arena,Sao Paulo,132,14,18.4,93,0.0,2.9
132,2021,São Paulo - SP,Palmeiras - SP,0 x 0,31/07/2021,19:00,Morumbi,Sao Paulo,133,14,18.4,93,0.0,2.9
133,2021,Atlético Mineiro - MG,Athletico Paranaense - PR,2 x 0,01/08/2021,16:00,Mineirão,Belo Horizonte,134,14,20.5,74,0.0,3.1
134,2021,Internacional - RS,Cuiabá Saf - MT,0 x 0,31/07/2021,20:00,Beira-Rio,Porto Alegre,135,14,21.1,87,0.0,15.1
135,2021,Ceará - CE,Fortaleza - CE,3 x 1,01/08/2021,20:30,Arena Castelão,Fortaleza,136,14,26.6,89,0.8,7.2
136,2021,Esporte Clube Bahia - BA,Sport - PE,0 x 1,01/08/2021,18:15,Pituaçu,Salvador,137,14,27.3,83,0.2,4.3
137,2021,Red Bull Bragantino - SP,Grêmio - RS,1 x 0,31/07/2021,21:00,Nabi Abi Chedid,Braganca Paulista,138,14,17.4,93,0.0,3.7
138,2021,Chapecoense - SC,Santos Fc - SP,0 x 1,01/08/2021,18:15,Arena Condá,Chapeco,139,14,16.3,85,0.0,5.2
139,2021,Atlético - GO,America - MG,1 x 1,01/08/2021,20:30,Antônio Accioly,Goiania,140,14,23.6,77,0.0,1.1
140,2021,Flamengo - RJ,Internacional - RS,0 x 4,08/08/2021,18:15,Maracanã,Rio de Janeiro,141,15,22.3,93,0.0,1.8
141,2021,Palmeiras - SP,Fortaleza - CE,2 x 3,07/08/2021,21:00,Allianz Parque,Sao Paulo,142,15,18.4,93,0.0,2.9
142,2021,Santos Fc - SP,Corinthians - SP,0 x 0,08/08/2021,16:00,Vila Belmiro,Santos,143,15,22.8,91,0.1,2.4
143,2021,America - MG,Fluminense - RJ,1 x 0,08/08/2021,16:00,Independência,Belo Horizonte,144,15,20.5,74,0.0,3.1
144,2021,Grêmio - RS,Chapecoense - SC,2 x 1,09/08/2021,20:00,Arena do Grêmio,Porto Alegre,145,15,21.1,87,0.0,15.1
145,2021,Ceará - CE,Atlético - GO,0 x 0,08/08/2021,18:15,Arena Castelão,Fortaleza,146,15,26.6,89,0.8,7.2
146,2021,Sport - PE,Red Bull Bragantino - SP,0 x 0,06/08/2021,19:00,Ilha do Retiro,Recife,147,15,27.6,85,0.1,7.8
147,2021,Athletico Paranaense - PR,São Paulo - SP,1 x 2,07/08/2021,18:00,Ligga Arena,Curitiba,148,15,16.1,97,0.0,7.9
148,2021,Juventude - RS,Atlético Mineiro - MG,1 x 2,08/08/2021,16:00,Alfredo Jaconi,Caxias do Sul,149,15,16.2,90,0.0,9.7
149,2021,Cuiabá Saf - MT,Esporte Clube Bahia - BA,1 x 1,07/08/2021,21:00,Arena Pantanal,Cuiaba,150,15,25.9,85,0.8,2.5
150,2021,Flamengo - RJ,Sport - PE,2 x 0,15/08/2021,16:00,Raulino de Oliveira,Volta Redonda,151,16,19.9,94,0.0,0.4
151,2021,Corinthians - SP,Ceará - CE,3 x 1,15/08/2021,16:00,Neo Química Arena,Sao Paulo,152,16,18.4,93,0.0,2.9
152,2021,São Paulo - SP,Grêmio - RS,2 x 1,14/08/2021,21:00,Morumbi,Sao Paulo,153,16,18.4,93,0.0,2.9
153,2021,Atlético Mineiro - MG,Palmeiras - SP,2 x 0,14/08/2021,19:00,Mineirão,Belo Horizonte,154,16,20.5,74,0.0,3.1
154,2021,Internacional - RS,Fluminense - RJ,4 x 2,15/08/2021,20:30,Beira-Rio,Porto Alegre,155,16,21.1,87,0.0,15.1
155,2021,Fortaleza - CE,Santos Fc - SP,1 x 1,15/08/2021,18:15,Arena Castelão,Fortaleza,156,16,26.6,89,0.8,7.2
156,2021,Esporte Clube Bahia - BA,Atlético - GO,1 x 2,15/08/2021,18:15,Pituaçu,Salvador,157,16,27.3,83,0.2,4.3
157,2021,Red Bull Bragantino - SP,Juventude - RS,1 x 2,14/08/2021,17:00,Nabi Abi Chedid,Braganca Paulista,158,16,17.4,93,0.0,3.7
158,2021,Chapecoense - SC,America - MG,1 x 1,16/08/2021,20:00,Arena Condá,Chapeco,159,16,16.3,85,0.0,5.2
159,2021,Cuiabá Saf - MT,Athletico Paranaense - PR,1 x 0,15/08/2021,18:15,Arena Pantanal,Cuiaba,160,16,25.9,85,0.8,2.5
160,2021,Fluminense - RJ,Atlético Mineiro - MG,1 x 1,23/08/2021,20:00,São Januário,Rio de Janeiro,161,17,22.3,93,0.0,1.8
161,2021,Palmeiras - SP,Cuiabá Saf - MT,0 x 2,22/08/2021,11:00,Allianz Parque,Sao Paulo,162,17,18.4,93,0.0,2.9
162,2021,Santos Fc - SP,Internacional - RS,2 x 2,22/08/2021,18:15,Vila Belmiro,Santos,163,17,22.8,91,0.1,2.4
163,2021,America - MG,Red Bull Bragantino - SP,0 x 2,23/08/2021,20:00,Independência,Belo Horizonte,164,17,20.5,74,0.0,3.1
164,2021,Grêmio - RS,Esporte Clube Bahia - BA,2 x 0,21/08/2021,19:00,Arena do Grêmio,Porto Alegre,165,17,21.1,87,0.0,15.1
165,2021,Ceará - CE,Flamengo - RJ,1 x 1,22/08/2021,16:00,Arena Castelão,Fortaleza,166,17,26.6,89,0.8,7.2
166,2021,Sport - PE,São Paulo - SP,0 x 1,22/08/2021,20:30,Ilha do Retiro,Recife,167,17,27.6,85,0.1,7.8
167,2021,Athletico Paranaense - PR,Corinthians - SP,0 x 1,22/08/2021,16:00,Ligga Arena,Curitiba,168,17,16.1,97,0.0,7.9
168,2021,Juventude - RS,Fortaleza - CE,1 x 1,21/08/2021,21:00,Alfredo Jaconi,Caxias do Sul,169,17,16.2,90,0.0,9.7
169,2021,Atlético - GO,Chapecoense - SC,1 x 1,21/08/2021,17:00,Antônio Accioly,Goiania,170,17,23.6,77,0.0,1.1
170,2021,Fluminense - RJ,Esporte Clube Bahia - BA,2 x 0,30/08/2021,19:00,Maracanã,Rio de Janeiro,171,18,22.3,93,0.0,1.8
171,2021,Palmeiras - SP,Athletico Paranaense - PR,2 x 1,28/08/2021,21:00,Allianz Parque,Sao Paulo,172,18,18.4,93,0.0,2.9
172,2021,Santos Fc - SP,Flamengo - RJ,0 x 4,28/08/2021,19:00,Vila Belmiro,Santos,173,18,22.8,91,0.1,2.4
173,2021,America - MG,Ceará - CE,2 x 0,29/08/2021,11:00,Independência,Belo Horizonte,174,18,20.5,74,0.0,3.1
174,2021,Grêmio - RS,Corinthians - SP,0 x 1,28/08/2021,21:00,Arena do Grêmio,Porto Alegre,175,18,21.1,87,0.0,15.1
175,2021,Fortaleza - CE,Cuiabá Saf - MT,0 x 0,30/08/2021,21:30,Arena Castelão,Fortaleza,176,18,26.6,89,0.8,7.2
176,2021,Sport - PE,Chapecoense - SC,0 x 0,28/08/2021,17:00,Ilha do Retiro,Recife,177,18,27.6,85,0.1,7.8
177,2021,Red Bull Bragantino - SP,Atlético Mineiro - MG,1 x 1,29/08/2021,20:30,Nabi Abi Chedid,Braganca Paulista,178,18,17.4,93,0.0,3.7
178,2021,Juventude - RS,São Paulo - SP,1 x 1,29/08/2021,16:00,Alfredo Jaconi,Caxias do Sul,179,18,16.2,90,0.0,9.7
179,2021,Atlético - GO,Internacional - RS,0 x 0,29/08/2021,18:15,Antônio Accioly,Goiania,180,18,23.6,77,0.0,1.1
180,2021,Flamengo - RJ,Atlético - GO,2 x 0,05/11/2021,21:30,Maracanã,Rio de Janeiro,181,19,22.3,93,0.0,1.8
181,2021,Corinthians - SP,Juventude - RS,1 x 1,07/09/2021,21:30,Neo Química Arena,Sao Paulo,182,19,18.4,93,0.0,2.9
182,2021,São Paulo - SP,America - MG,0 x 0,22/09/2021,20:30,Morumbi,Sao Paulo,183,19,18.4,93,0.0,2.9
